CASE COUNT,CASE COUNT_7 DA,DEATH COUNT_7 DA,HOSPITALIZED COUNT,DEATH COUNT,BOROUGH,HOSPITALIZED COUNT_7 DA,date_of_interest
244,334,2,31,3,Bronx,26,11/29/2020
333,325,2,21,4,Bronx,23,11/28/2020
387,314,2,24,1,Bronx,23,11/27/2020
137,306,2,26,1,Bronx,23,11/26/2020
425,338,2,25,2,Bronx,22,11/25/2020
376,321,1,19,2,Bronx,22,11/24/2020
437,315,1,34,0,Bronx,23,11/23/2020
183,298,1,15,4,Bronx,21,11/22/2020
254,291,1,18,1,Bronx,21,11/21/2020
328,282,1,24,2,Bronx,22,11/20/2020
362,274,1,22,1,Bronx,21,11/19/2020
307,258,1,24,0,Bronx,21,11/18/2020
337,248,1,21,1,Bronx,21,11/17/2020
314,239,2,24,0,Bronx,21,11/16/2020
135,229,2,14,2,Bronx,20,11/15/2020
193,225,2,25,1,Bronx,19,11/14/2020
272,216,2,20,1,Bronx,18,11/13/2020
248,205,2,19,4,Bronx,16,11/12/2020
239,198,2,23,1,Bronx,16,11/11/2020
274,190,2,19,2,Bronx,14,11/10/2020
240,173,2,18,0,Bronx,13,11/9/2020
106,161,2,11,2,Bronx,13,11/8/2020
134,154,2,16,1,Bronx,12,11/7/2020
192,144,1,9,4,Bronx,11,11/6/2020
198,133,1,14,3,Bronx,11,11/5/2020
187,119,1,13,0,Bronx,11,11/4/2020
153,110,1,11,2,Bronx,10,11/3/2020
159,106,1,14,1,Bronx,10,11/2/2020
57,102,1,8,0,Bronx,9,11/1/2020
65,103,1,7,0,Bronx,9,10/31/2020
115,104,1,12,1,Bronx,9,10/30/2020
100,104,1,11,0,Bronx,9,10/29/2020
124,107,1,8,0,Bronx,8,10/28/2020
119,103,1,8,3,Bronx,9,10/27/2020
132,99,0,9,0,Bronx,9,10/26/2020
67,96,0,8,2,Bronx,9,10/25/2020
73,93,0,8,0,Bronx,9,10/24/2020
115,91,1,9,1,Bronx,8,10/23/2020
122,86,1,9,0,Bronx,8,10/22/2020
96,82,1,10,0,Bronx,9,10/21/2020
91,81,1,9,0,Bronx,8,10/20/2020
107,81,1,10,0,Bronx,8,10/19/2020
45,73,1,5,2,Bronx,7,10/18/2020
64,72,1,7,1,Bronx,8,10/17/2020
78,68,1,9,1,Bronx,8,10/16/2020
91,70,1,13,1,Bronx,7,10/15/2020
89,69,1,4,2,Bronx,6,10/14/2020
91,67,1,9,0,Bronx,7,10/13/2020
53,63,1,3,1,Bronx,7,10/12/2020
38,69,1,12,2,Bronx,8,10/11/2020
36,69,0,3,1,Bronx,6,10/10/2020
92,68,0,6,1,Bronx,6,10/9/2020
83,67,0,8,0,Bronx,6,10/8/2020
75,67,0,9,1,Bronx,6,10/7/2020
67,63,0,5,0,Bronx,5,10/6/2020
94,63,1,10,0,Bronx,5,10/5/2020
34,61,1,4,0,Bronx,5,10/4/2020
34,61,1,1,1,Bronx,5,10/3/2020
80,62,1,5,0,Bronx,5,10/2/2020
82,58,1,7,0,Bronx,6,10/1/2020
52,56,1,2,2,Bronx,6,9/30/2020
65,61,1,7,2,Bronx,6,9/29/2020
82,62,1,7,1,Bronx,6,9/28/2020
32,60,1,5,0,Bronx,6,9/27/2020
42,60,1,5,3,Bronx,7,9/26/2020
49,59,1,8,2,Bronx,7,9/25/2020
71,58,1,7,0,Bronx,7,9/24/2020
89,57,1,5,1,Bronx,7,9/23/2020
67,53,1,7,0,Bronx,8,9/22/2020
73,52,1,8,1,Bronx,8,9/21/2020
32,52,1,8,0,Bronx,8,9/20/2020
30,50,1,3,1,Bronx,7,9/19/2020
45,51,1,10,1,Bronx,7,9/18/2020
61,52,1,11,1,Bronx,7,9/17/2020
60,50,1,7,1,Bronx,5,9/16/2020
62,50,1,11,2,Bronx,5,9/15/2020
75,52,1,4,1,Bronx,5,9/14/2020
19,46,1,2,0,Bronx,5,9/13/2020
35,46,1,2,1,Bronx,5,9/12/2020
55,45,1,9,2,Bronx,5,9/11/2020
45,44,1,2,1,Bronx,5,9/10/2020
56,43,1,6,1,Bronx,5,9/9/2020
81,41,1,8,1,Bronx,5,9/8/2020
32,37,1,3,0,Bronx,5,9/7/2020
18,39,1,4,2,Bronx,6,9/6/2020
30,39,1,5,0,Bronx,5,9/5/2020
44,39,1,10,1,Bronx,6,9/4/2020
40,44,1,2,1,Bronx,5,9/3/2020
42,45,1,4,0,Bronx,6,9/2/2020
52,49,1,5,1,Bronx,6,9/1/2020
46,50,1,9,1,Bronx,6,8/31/2020
20,53,2,2,2,Bronx,7,8/30/2020
28,55,2,7,1,Bronx,7,8/29/2020
77,55,2,4,2,Bronx,7,8/28/2020
53,51,1,8,1,Bronx,8,8/27/2020
64,53,2,5,1,Bronx,9,8/26/2020
64,51,2,10,1,Bronx,9,8/25/2020
64,49,2,14,5,Bronx,9,8/24/2020
32,50,1,3,2,Bronx,9,8/23/2020
29,49,1,6,0,Bronx,10,8/22/2020
52,51,1,9,0,Bronx,10,8/21/2020
64,53,1,14,3,Bronx,9,8/20/2020
50,53,1,5,0,Bronx,8,8/19/2020
55,54,1,14,1,Bronx,9,8/18/2020
71,56,1,9,0,Bronx,8,8/17/2020
23,59,1,10,2,Bronx,8,8/16/2020
42,58,1,6,2,Bronx,8,8/15/2020
68,57,1,6,1,Bronx,8,8/14/2020
61,54,1,9,1,Bronx,8,8/13/2020
59,55,1,7,1,Bronx,8,8/12/2020
70,56,0,10,0,Bronx,8,8/11/2020
89,53,1,10,1,Bronx,9,8/10/2020
19,54,1,8,1,Bronx,9,8/9/2020
30,55,0,7,0,Bronx,9,8/8/2020
53,56,1,7,0,Bronx,8,8/7/2020
65,57,1,8,1,Bronx,8,8/6/2020
66,56,1,9,0,Bronx,8,8/5/2020
47,58,1,11,1,Bronx,8,8/4/2020
96,59,2,13,1,Bronx,7,8/3/2020
30,54,2,5,0,Bronx,7,8/2/2020
37,54,2,5,2,Bronx,7,8/1/2020
55,52,2,8,1,Bronx,8,7/31/2020
58,55,2,6,1,Bronx,8,7/30/2020
80,56,2,5,1,Bronx,8,7/29/2020
58,56,2,7,5,Bronx,8,7/28/2020
58,58,2,12,1,Bronx,8,7/27/2020
30,63,2,6,1,Bronx,8,7/26/2020
25,64,2,9,5,Bronx,8,7/25/2020
73,69,1,12,1,Bronx,8,7/24/2020
69,69,1,4,0,Bronx,7,7/23/2020
79,72,1,8,2,Bronx,8,7/22/2020
71,76,1,5,2,Bronx,8,7/21/2020
95,76,1,12,1,Bronx,9,7/20/2020
39,78,2,7,1,Bronx,9,7/19/2020
54,79,2,6,1,Bronx,9,7/18/2020
75,77,2,7,1,Bronx,9,7/17/2020
94,75,2,13,1,Bronx,9,7/16/2020
107,75,2,9,2,Bronx,10,7/15/2020
70,72,2,11,2,Bronx,10,7/14/2020
108,78,2,11,5,Bronx,11,7/13/2020
44,72,2,7,0,Bronx,11,7/12/2020
40,68,2,6,1,Bronx,11,7/11/2020
65,66,2,9,3,Bronx,10,7/10/2020
91,62,2,17,1,Bronx,10,7/9/2020
83,60,2,8,3,Bronx,9,7/8/2020
112,57,2,20,1,Bronx,9,7/7/2020
68,52,2,8,2,Bronx,7,7/6/2020
20,53,2,6,4,Bronx,7,7/5/2020
21,55,2,4,1,Bronx,7,7/4/2020
41,56,2,4,5,Bronx,8,7/3/2020
76,59,2,10,0,Bronx,8,7/2/2020
59,58,2,8,1,Bronx,9,7/1/2020
77,62,3,9,2,Bronx,9,6/30/2020
75,61,3,7,3,Bronx,8,6/29/2020
35,64,3,6,3,Bronx,9,6/28/2020
26,62,3,10,1,Bronx,9,6/27/2020
66,66,4,8,3,Bronx,8,6/26/2020
65,69,4,13,4,Bronx,9,6/25/2020
90,68,3,8,2,Bronx,8,6/24/2020
73,65,3,7,5,Bronx,9,6/23/2020
92,66,3,12,2,Bronx,9,6/22/2020
25,64,3,6,5,Bronx,10,6/21/2020
53,64,4,5,5,Bronx,11,6/20/2020
82,64,4,11,3,Bronx,10,6/19/2020
60,63,4,9,1,Bronx,11,6/18/2020
68,64,4,11,2,Bronx,11,6/17/2020
80,65,5,12,2,Bronx,11,6/16/2020
81,66,6,14,5,Bronx,12,6/15/2020
27,68,7,12,7,Bronx,11,6/14/2020
47,70,7,4,5,Bronx,11,6/13/2020
80,71,8,13,4,Bronx,12,6/12/2020
66,75,8,11,6,Bronx,11,6/11/2020
75,83,8,14,9,Bronx,12,6/10/2020
84,89,8,14,6,Bronx,12,6/9/2020
96,95,9,9,10,Bronx,12,6/8/2020
43,104,8,13,7,Bronx,13,6/7/2020
50,102,8,10,12,Bronx,13,6/6/2020
108,106,8,9,9,Bronx,14,6/5/2020
127,114,7,14,4,Bronx,15,6/4/2020
116,113,8,16,11,Bronx,15,6/3/2020
123,123,8,12,8,Bronx,15,6/2/2020
158,146,8,17,3,Bronx,17,6/1/2020
30,138,9,13,6,Bronx,18,5/31/2020
82,148,10,14,13,Bronx,19,5/30/2020
164,149,11,20,6,Bronx,20,5/29/2020
119,163,12,14,12,Bronx,20,5/28/2020
184,175,11,18,9,Bronx,21,5/27/2020
283,188,12,22,9,Bronx,21,5/26/2020
103,174,13,26,8,Bronx,22,5/25/2020
101,186,13,19,13,Bronx,21,5/24/2020
90,179,14,18,17,Bronx,22,5/23/2020
264,182,15,25,13,Bronx,21,5/22/2020
199,170,16,20,11,Bronx,21,5/21/2020
278,178,16,17,15,Bronx,22,5/20/2020
182,204,16,27,12,Bronx,24,5/19/2020
187,229,17,21,11,Bronx,24,5/18/2020
56,235,19,23,19,Bronx,27,5/17/2020
108,237,18,17,27,Bronx,27,5/16/2020
181,247,17,25,15,Bronx,29,5/15/2020
255,257,18,26,11,Bronx,32,5/14/2020
461,263,21,27,16,Bronx,34,5/13/2020
355,237,23,26,19,Bronx,38,5/12/2020
226,228,24,46,27,Bronx,44,5/11/2020
75,246,24,24,12,Bronx,45,5/10/2020
175,257,27,31,21,Bronx,48,5/9/2020
250,269,31,41,22,Bronx,51,5/8/2020
298,298,34,43,28,Bronx,55,5/7/2020
279,324,36,56,29,Bronx,57,5/6/2020
294,364,38,64,26,Bronx,60,5/5/2020
349,417,42,58,33,Bronx,64,5/4/2020
153,446,45,44,27,Bronx,69,5/3/2020
263,452,49,50,49,Bronx,73,5/2/2020
450,475,50,70,45,Bronx,77,5/1/2020
482,493,53,59,45,Bronx,81,4/30/2020
557,529,54,78,40,Bronx,89,4/29/2020
668,582,58,88,56,Bronx,95,4/28/2020
551,578,60,91,54,Bronx,102,4/27/2020
196,640,64,75,54,Bronx,110,4/26/2020
418,688,67,79,57,Bronx,119,4/25/2020
579,707,68,99,62,Bronx,127,4/24/2020
735,755,72,110,58,Bronx,137,4/23/2020
927,784,76,120,67,Bronx,147,4/22/2020
641,804,80,143,70,Bronx,158,4/21/2020
981,866,86,142,78,Bronx,167,4/20/2020
532,825,92,142,79,Bronx,184,4/19/2020
552,858,96,135,62,Bronx,197,4/18/2020
916,922,106,170,88,Bronx,213,4/17/2020
940,966,110,174,86,Bronx,231,4/16/2020
1068,1016,113,202,95,Bronx,245,4/15/2020
1076,1050,116,203,111,Bronx,267,4/14/2020
693,1105,117,263,122,Bronx,286,4/13/2020
763,1222,115,229,110,Bronx,304,4/12/2020
998,1231,117,248,132,Bronx,315,4/11/2020
1227,1233,114,296,116,Bronx,324,4/10/2020
1285,1265,114,272,108,Bronx,337,4/9/2020
1305,1265,112,357,114,Bronx,349,4/8/2020
1463,1256,109,334,115,Bronx,352,4/7/2020
1514,1230,106,389,112,Bronx,360,4/6/2020
822,1202,101,311,124,Bronx,354,4/5/2020
1012,1184,91,312,106,Bronx,356,4/4/2020
1452,1148,85,384,116,Bronx,356,4/3/2020
1289,1097,74,355,96,Bronx,347,4/2/2020
1240,1055,65,377,93,Bronx,341,4/1/2020
1282,1030,56,390,98,Bronx,332,3/31/2020
1315,980,44,352,75,Bronx,315,3/30/2020
699,896,35,324,55,Bronx,296,3/29/2020
761,867,29,313,62,Bronx,275,3/28/2020
1090,828,22,315,36,Bronx,253,3/27/2020
998,776,19,319,38,Bronx,226,3/26/2020
1068,722,14,313,30,Bronx,200,3/25/2020
927,639,10,271,14,Bronx,171,3/24/2020
730,555,8,219,12,Bronx,141,3/23/2020
495,495,7,174,12,Bronx,120,3/22/2020
491,441,5,159,12,Bronx,100,3/21/2020
723,383,3,126,13,Bronx,81,3/20/2020
623,291,1,135,4,Bronx,66,3/19/2020
482,206,1,110,1,Bronx,50,3/18/2020
343,140,1,61,1,Bronx,37,3/17/2020
305,92,1,73,3,Bronx,30,3/16/2020
119,49,0,37,1,Bronx,20,3/15/2020
86,33,0,22,0,Bronx,16,3/14/2020
79,20,0,26,0,Bronx,13,3/13/2020
29,9,0,19,0,Bronx,9,3/12/2020
19,5,0,23,0,Bronx,6,3/11/2020
8,2,0,7,0,Bronx,3,3/10/2020
4,1,0,7,0,Bronx,2,3/9/2020
3,1,0,5,0,Bronx,1,3/8/2020
0,0,0,1,0,Bronx,1,3/7/2020
2,0,0,1,0,Bronx,1,3/6/2020
0,0,0,1,0,Bronx,0,3/5/2020
0,0,0,0,0,Bronx,0,3/4/2020
0,0,0,1,0,Bronx,0,3/3/2020
0,0,0,0,0,Bronx,0,3/2/2020
0,0,0,1,0,Bronx,0,3/1/2020
0,0,0,0,0,Bronx,0,2/29/2020
1029,817,2,0,2,Brooklyn,24,6/28/2022
1040,823,2,11,3,Brooklyn,30,6/27/2022
606,771,2,29,3,Brooklyn,34,6/26/2022
589,747,2,23,3,Brooklyn,34,6/25/2022
765,737,2,46,1,Brooklyn,35,6/24/2022
813,725,2,27,3,Brooklyn,32,6/23/2022
879,710,3,33,0,Brooklyn,33,6/22/2022
1071,713,3,44,2,Brooklyn,34,6/21/2022
677,684,3,34,4,Brooklyn,32,6/20/2022
438,720,3,34,1,Brooklyn,32,6/19/2022
518,717,3,28,3,Brooklyn,31,6/18/2022
677,702,3,25,3,Brooklyn,32,6/17/2022
713,707,3,34,6,Brooklyn,33,6/16/2022
895,718,3,41,1,Brooklyn,34,6/15/2022
870,718,3,27,1,Brooklyn,35,6/14/2022
927,721,3,38,3,Brooklyn,35,6/13/2022
421,727,3,22,3,Brooklyn,35,6/12/2022
409,735,3,34,4,Brooklyn,35,6/11/2022
717,751,3,35,1,Brooklyn,33,6/10/2022
784,762,3,41,5,Brooklyn,32,6/9/2022
901,794,3,47,4,Brooklyn,31,6/8/2022
887,823,3,30,1,Brooklyn,29,6/7/2022
972,884,4,34,4,Brooklyn,29,6/6/2022
473,819,4,22,4,Brooklyn,28,6/5/2022
523,837,3,22,1,Brooklyn,30,6/4/2022
797,843,4,31,5,Brooklyn,30,6/3/2022
1003,854,3,29,5,Brooklyn,30,6/2/2022
1107,853,3,36,3,Brooklyn,30,6/1/2022
1312,866,3,29,3,Brooklyn,32,5/31/2022
516,846,4,29,4,Brooklyn,35,5/30/2022
599,973,4,36,2,Brooklyn,36,5/29/2022
566,990,4,20,4,Brooklyn,37,5/28/2022
878,1003,4,29,2,Brooklyn,40,5/27/2022
993,1025,4,30,4,Brooklyn,40,5/26/2022
1196,1046,3,49,4,Brooklyn,39,5/25/2022
1174,1053,4,49,6,Brooklyn,36,5/24/2022
1403,1057,3,42,4,Brooklyn,32,5/23/2022
718,1056,3,43,1,Brooklyn,31,5/22/2022
662,1060,3,36,6,Brooklyn,27,5/21/2022
1029,1070,3,29,1,Brooklyn,27,5/20/2022
1137,1077,3,24,2,Brooklyn,29,5/19/2022
1248,1087,3,26,6,Brooklyn,28,5/18/2022
1201,1088,3,26,2,Brooklyn,30,5/17/2022
1398,1106,3,33,1,Brooklyn,30,5/16/2022
747,1087,3,18,4,Brooklyn,29,5/15/2022
731,1071,3,36,2,Brooklyn,29,5/14/2022
1076,1041,3,43,1,Brooklyn,27,5/13/2022
1206,1012,3,17,6,Brooklyn,24,5/12/2022
1256,993,3,36,5,Brooklyn,25,5/11/2022
1329,973,2,24,0,Brooklyn,24,5/10/2022
1264,944,2,28,5,Brooklyn,24,5/9/2022
633,934,2,19,3,Brooklyn,23,5/8/2022
521,923,2,22,3,Brooklyn,23,5/7/2022
874,920,1,24,2,Brooklyn,22,5/6/2022
1076,913,1,23,1,Brooklyn,22,5/5/2022
1116,874,1,29,0,Brooklyn,23,5/4/2022
1126,833,1,26,1,Brooklyn,22,5/3/2022
1189,791,1,20,2,Brooklyn,20,5/2/2022
562,753,1,19,2,Brooklyn,20,5/1/2022
497,733,1,14,1,Brooklyn,19,4/30/2022
826,728,1,20,0,Brooklyn,19,4/29/2022
804,683,1,31,0,Brooklyn,19,4/28/2022
829,656,2,26,1,Brooklyn,17,4/27/2022
827,621,1,13,2,Brooklyn,16,4/26/2022
928,599,1,16,0,Brooklyn,18,4/25/2022
421,561,2,14,0,Brooklyn,18,4/24/2022
463,542,2,15,2,Brooklyn,18,4/23/2022
511,526,2,21,3,Brooklyn,17,4/22/2022
613,537,2,13,3,Brooklyn,16,4/21/2022
581,541,2,21,0,Brooklyn,17,4/20/2022
673,562,2,23,2,Brooklyn,16,4/19/2022
663,568,2,21,2,Brooklyn,15,4/18/2022
289,582,2,9,1,Brooklyn,14,4/17/2022
350,590,2,12,1,Brooklyn,14,4/16/2022
591,593,2,15,4,Brooklyn,14,4/15/2022
638,587,1,15,2,Brooklyn,14,4/14/2022
732,580,1,18,0,Brooklyn,14,4/13/2022
712,568,1,13,3,Brooklyn,14,4/12/2022
765,556,1,15,0,Brooklyn,15,4/11/2022
343,535,1,7,2,Brooklyn,15,4/10/2022
371,528,1,14,1,Brooklyn,15,4/9/2022
550,516,1,14,1,Brooklyn,14,4/8/2022
587,494,1,16,0,Brooklyn,12,4/7/2022
649,474,1,18,1,Brooklyn,11,4/6/2022
629,446,1,24,2,Brooklyn,11,4/5/2022
617,425,1,10,0,Brooklyn,9,4/4/2022
292,400,1,6,0,Brooklyn,8,4/3/2022
286,396,2,7,0,Brooklyn,9,4/2/2022
399,388,2,6,1,Brooklyn,8,4/1/2022
447,379,2,8,1,Brooklyn,9,3/31/2022
455,366,2,13,3,Brooklyn,9,3/30/2022
481,358,1,12,1,Brooklyn,8,3/29/2022
437,350,1,7,2,Brooklyn,8,3/28/2022
268,345,1,8,3,Brooklyn,8,3/27/2022
230,337,1,4,1,Brooklyn,9,3/26/2022
333,323,1,10,0,Brooklyn,9,3/25/2022
356,309,1,11,1,Brooklyn,9,3/24/2022
403,293,1,6,0,Brooklyn,8,3/23/2022
426,275,2,10,1,Brooklyn,8,3/22/2022
398,259,2,9,2,Brooklyn,8,3/21/2022
211,249,2,11,1,Brooklyn,8,3/20/2022
132,237,2,5,3,Brooklyn,7,3/19/2022
238,233,2,8,2,Brooklyn,7,3/18/2022
246,229,2,9,1,Brooklyn,7,3/17/2022
275,228,3,5,1,Brooklyn,7,3/16/2022
313,220,3,9,1,Brooklyn,7,3/15/2022
328,211,3,7,3,Brooklyn,7,3/14/2022
129,197,3,7,3,Brooklyn,7,3/13/2022
104,196,3,6,4,Brooklyn,7,3/12/2022
207,193,3,7,3,Brooklyn,7,3/11/2022
241,183,3,10,3,Brooklyn,7,3/10/2022
221,172,3,6,3,Brooklyn,7,3/9/2022
245,167,4,7,4,Brooklyn,8,3/8/2022
230,158,4,6,3,Brooklyn,9,3/7/2022
122,153,4,5,2,Brooklyn,10,3/6/2022
86,154,4,5,2,Brooklyn,10,3/5/2022
139,157,4,10,4,Brooklyn,11,3/4/2022
159,163,4,10,4,Brooklyn,12,3/3/2022
190,166,4,13,9,Brooklyn,12,3/2/2022
181,167,3,11,3,Brooklyn,11,3/1/2022
197,172,4,15,1,Brooklyn,12,2/28/2022
126,166,5,7,4,Brooklyn,11,2/27/2022
105,165,5,9,1,Brooklyn,12,2/26/2022
184,165,7,18,3,Brooklyn,13,2/25/2022
176,169,8,8,6,Brooklyn,12,2/24/2022
200,182,9,9,6,Brooklyn,14,2/23/2022
219,199,10,20,4,Brooklyn,17,2/22/2022
155,210,10,7,9,Brooklyn,18,2/21/2022
115,239,10,14,8,Brooklyn,21,2/20/2022
103,244,11,16,10,Brooklyn,20,2/19/2022
214,260,11,13,13,Brooklyn,21,2/18/2022
268,275,11,20,15,Brooklyn,24,2/17/2022
317,294,11,26,10,Brooklyn,26,2/16/2022
299,307,11,29,5,Brooklyn,28,2/15/2022
357,340,14,27,10,Brooklyn,31,2/14/2022
153,364,16,11,17,Brooklyn,32,2/13/2022
214,380,16,23,7,Brooklyn,34,2/12/2022
317,392,17,34,11,Brooklyn,35,2/11/2022
402,417,17,34,14,Brooklyn,37,2/10/2022
405,467,18,39,14,Brooklyn,40,2/9/2022
529,528,20,47,28,Brooklyn,42,2/8/2022
529,561,19,34,18,Brooklyn,44,2/7/2022
263,615,21,26,21,Brooklyn,49,2/6/2022
298,647,23,33,12,Brooklyn,53,2/5/2022
495,624,25,44,11,Brooklyn,55,2/4/2022
752,681,28,57,21,Brooklyn,56,2/3/2022
832,744,29,51,31,Brooklyn,62,2/2/2022
757,832,28,60,20,Brooklyn,67,2/1/2022
906,953,31,72,34,Brooklyn,75,1/31/2022
488,1109,32,52,32,Brooklyn,79,1/30/2022
140,1216,33,49,28,Brooklyn,84,1/29/2022
893,1367,34,53,30,Brooklyn,91,1/28/2022
1189,1494,36,94,26,Brooklyn,103,1/27/2022
1454,1654,37,87,29,Brooklyn,112,1/26/2022
1604,1876,37,119,37,Brooklyn,119,1/25/2022
1998,2158,37,99,42,Brooklyn,123,1/24/2022
1232,2380,35,87,37,Brooklyn,133,1/23/2022
1200,2549,37,96,37,Brooklyn,140,1/22/2022
1778,2697,37,139,42,Brooklyn,151,1/21/2022
2315,3031,37,156,35,Brooklyn,161,1/20/2022
3004,3450,38,134,28,Brooklyn,169,1/19/2022
3581,3832,41,149,36,Brooklyn,184,1/18/2022
3550,4111,42,168,30,Brooklyn,199,1/17/2022
2416,4682,43,135,49,Brooklyn,212,1/16/2022
2232,5006,42,175,40,Brooklyn,225,1/15/2022
4117,5379,43,208,40,Brooklyn,232,1/14/2022
5249,5772,40,217,45,Brooklyn,241,1/13/2022
5682,6516,38,238,44,Brooklyn,248,1/12/2022
5528,7300,35,253,44,Brooklyn,267,1/11/2022
7548,8482,33,260,37,Brooklyn,271,1/10/2022
4687,9777,32,226,47,Brooklyn,280,1/9/2022
4839,10555,28,225,41,Brooklyn,301,1/8/2022
6871,10369,24,265,24,Brooklyn,307,1/7/2022
10458,10632,23,271,30,Brooklyn,311,1/6/2022
11170,11061,22,367,23,Brooklyn,319,1/5/2022
13804,11504,21,285,31,Brooklyn,310,1/4/2022
16610,11558,18,323,25,Brooklyn,308,1/3/2022
10133,11331,16,370,19,Brooklyn,308,1/2/2022
3537,10913,15,266,17,Brooklyn,293,1/1/2022
8713,10742,13,296,19,Brooklyn,284,12/31/2021
13458,10293,13,329,17,Brooklyn,271,12/30/2021
14275,9742,12,298,17,Brooklyn,255,12/29/2021
14180,9052,11,275,13,Brooklyn,240,12/28/2021
15018,8374,9,325,10,Brooklyn,221,12/27/2021
7213,7504,9,262,11,Brooklyn,196,12/26/2021
2339,6964,9,204,7,Brooklyn,174,12/25/2021
5567,7093,9,207,18,Brooklyn,159,12/24/2021
9599,6909,8,213,5,Brooklyn,141,12/23/2021
9445,6182,8,195,12,Brooklyn,125,12/22/2021
9440,5422,7,143,1,Brooklyn,108,12/21/2021
8928,4562,7,149,9,Brooklyn,97,12/20/2021
3433,3628,7,107,12,Brooklyn,84,12/19/2021
3241,3262,6,100,7,Brooklyn,75,12/18/2021
4275,2887,5,78,12,Brooklyn,67,12/17/2021
4513,2417,5,103,4,Brooklyn,63,12/16/2021
4123,1902,4,74,1,Brooklyn,54,12/15/2021
3419,1454,4,65,6,Brooklyn,50,12/14/2021
2390,1093,4,59,6,Brooklyn,47,12/13/2021
870,873,4,46,7,Brooklyn,47,12/12/2021
619,815,4,43,1,Brooklyn,45,12/11/2021
983,781,4,50,7,Brooklyn,43,12/10/2021
913,723,4,40,3,Brooklyn,39,12/9/2021
982,683,4,50,1,Brooklyn,38,12/8/2021
895,642,5,39,4,Brooklyn,35,12/7/2021
849,597,5,59,3,Brooklyn,33,12/6/2021
463,570,5,31,6,Brooklyn,29,12/5/2021
382,549,5,30,4,Brooklyn,27,12/4/2021
579,538,5,24,7,Brooklyn,26,12/3/2021
629,507,4,34,6,Brooklyn,25,12/2/2021
700,444,3,30,7,Brooklyn,24,12/1/2021
577,410,3,22,3,Brooklyn,22,11/30/2021
661,397,3,31,5,Brooklyn,22,11/29/2021
318,376,3,16,1,Brooklyn,19,11/28/2021
302,372,3,22,3,Brooklyn,19,11/27/2021
364,369,3,19,2,Brooklyn,18,11/26/2021
189,368,3,26,3,Brooklyn,18,11/25/2021
460,402,3,17,6,Brooklyn,17,11/24/2021
482,398,2,21,4,Brooklyn,17,11/23/2021
517,390,2,15,3,Brooklyn,16,11/22/2021
293,378,2,14,1,Brooklyn,15,11/21/2021
279,372,2,17,3,Brooklyn,15,11/20/2021
353,367,2,18,2,Brooklyn,16,11/19/2021
428,370,3,20,3,Brooklyn,15,11/18/2021
432,358,3,17,1,Brooklyn,16,11/17/2021
430,348,3,8,1,Brooklyn,16,11/16/2021
428,338,3,9,3,Brooklyn,16,11/15/2021
257,334,3,17,1,Brooklyn,17,11/14/2021
241,326,3,20,3,Brooklyn,16,11/13/2021
372,320,3,17,6,Brooklyn,16,11/12/2021
345,309,3,22,4,Brooklyn,15,11/11/2021
363,309,3,16,2,Brooklyn,14,11/10/2021
358,300,3,9,5,Brooklyn,15,11/9/2021
401,292,2,15,1,Brooklyn,17,11/8/2021
205,280,2,16,3,Brooklyn,16,11/7/2021
198,279,2,15,2,Brooklyn,15,11/6/2021
290,273,2,13,3,Brooklyn,15,11/5/2021
349,264,2,14,3,Brooklyn,14,11/4/2021
300,259,1,24,1,Brooklyn,14,11/3/2021
302,257,2,19,3,Brooklyn,13,11/2/2021
313,248,2,12,2,Brooklyn,13,11/1/2021
199,255,2,8,0,Brooklyn,13,10/31/2021
158,255,3,12,2,Brooklyn,14,10/30/2021
230,256,3,8,0,Brooklyn,14,10/29/2021
311,260,3,12,2,Brooklyn,16,10/28/2021
288,265,3,18,5,Brooklyn,17,10/27/2021
238,265,3,19,2,Brooklyn,17,10/26/2021
363,276,3,13,5,Brooklyn,16,10/25/2021
198,276,3,16,4,Brooklyn,17,10/24/2021
162,285,3,15,4,Brooklyn,19,10/23/2021
262,290,3,17,1,Brooklyn,20,10/22/2021
341,298,3,18,3,Brooklyn,19,10/21/2021
294,311,3,19,4,Brooklyn,18,10/20/2021
314,327,3,17,3,Brooklyn,19,10/19/2021
364,348,3,20,5,Brooklyn,19,10/18/2021
260,348,2,28,3,Brooklyn,19,10/17/2021
194,355,2,20,4,Brooklyn,17,10/16/2021
322,363,2,12,2,Brooklyn,18,10/15/2021
426,382,3,12,2,Brooklyn,19,10/14/2021
410,379,3,27,2,Brooklyn,19,10/13/2021
463,390,4,14,1,Brooklyn,17,10/12/2021
363,396,4,17,1,Brooklyn,19,10/11/2021
308,417,4,20,5,Brooklyn,21,10/10/2021
250,439,4,26,3,Brooklyn,22,10/9/2021
451,443,4,15,7,Brooklyn,21,10/8/2021
406,437,3,13,2,Brooklyn,23,10/7/2021
487,444,3,13,6,Brooklyn,24,10/6/2021
506,427,3,29,1,Brooklyn,26,10/5/2021
512,405,3,30,3,Brooklyn,24,10/4/2021
458,406,4,28,4,Brooklyn,24,10/3/2021
280,388,4,18,4,Brooklyn,23,10/2/2021
408,392,4,29,2,Brooklyn,24,10/1/2021
455,399,4,22,3,Brooklyn,25,9/30/2021
368,407,4,24,3,Brooklyn,28,9/29/2021
355,427,4,20,5,Brooklyn,30,9/28/2021
