HOSPITALIZED COUNT,DEATH COUNT,CASE COUNT,HOSPITALIZED COUNT_7 DA,DEATH COUNT_7 DA,CASE COUNT_7 DA,BOROUGH,date_of_interest
11,3,97,12,7,96,Manhattan,5/28/2020
11,9,107,12,7,103,Manhattan,5/27/2020
9,6,127,12,8,111,Manhattan,5/26/2020
11,12,70,13,8,116,Manhattan,5/25/2020
21,5,69,15,7,125,Manhattan,5/24/2020
9,7,47,13,8,122,Manhattan,5/23/2020
14,5,153,14,9,122,Manhattan,5/22/2020
9,6,145,15,10,120,Manhattan,5/21/2020
11,12,164,17,11,120,Manhattan,5/20/2020
19,10,165,18,10,119,Manhattan,5/19/2020
24,7,129,17,11,119,Manhattan,5/18/2020
7,11,50,17,12,128,Manhattan,5/17/2020
11,10,51,19,13,134,Manhattan,5/16/2020
23,11,135,19,14,138,Manhattan,5/15/2020
23,16,149,19,14,133,Manhattan,5/14/2020
18,8,156,18,15,128,Manhattan,5/13/2020
13,14,163,19,16,130,Manhattan,5/12/2020
23,14,192,21,17,141,Manhattan,5/11/2020
22,19,95,23,18,144,Manhattan,5/10/2020
12,14,75,25,20,145,Manhattan,5/9/2020
20,13,99,27,21,154,Manhattan,5/8/2020
18,23,119,28,23,174,Manhattan,5/7/2020
28,17,165,30,24,188,Manhattan,5/6/2020
26,18,242,33,26,206,Manhattan,5/5/2020
38,19,214,37,29,217,Manhattan,5/4/2020
33,35,103,40,30,230,Manhattan,5/3/2020
23,22,138,42,30,229,Manhattan,5/2/2020
33,24,240,45,33,230,Manhattan,5/1/2020
31,35,217,51,36,254,Manhattan,4/30/2020
44,32,285,55,38,280,Manhattan,4/29/2020
57,35,323,62,39,294,Manhattan,4/28/2020
62,30,302,67,40,301,Manhattan,4/27/2020
44,34,98,71,43,312,Manhattan,4/26/2020
42,40,145,75,45,323,Manhattan,4/25/2020
80,47,408,81,47,329,Manhattan,4/24/2020
56,47,400,85,47,318,Manhattan,4/23/2020
91,37,382,92,48,312,Manhattan,4/22/2020
91,47,372,98,50,319,Manhattan,4/21/2020
96,49,381,105,52,328,Manhattan,4/20/2020
70,48,176,116,55,330,Manhattan,4/19/2020
85,57,187,124,57,341,Manhattan,4/18/2020
106,41,330,131,58,358,Manhattan,4/17/2020
105,55,356,141,62,381,Manhattan,4/16/2020
131,56,429,154,63,410,Manhattan,4/15/2020
141,59,440,159,65,427,Manhattan,4/14/2020
171,71,394,167,69,451,Manhattan,4/13/2020
130,62,252,181,69,497,Manhattan,4/12/2020
132,60,304,189,72,512,Manhattan,4/11/2020
179,69,495,199,73,524,Manhattan,4/10/2020
191,65,558,210,70,549,Manhattan,4/9/2020
172,66,546,218,70,562,Manhattan,4/8/2020
194,92,605,224,69,566,Manhattan,4/7/2020
266,69,721,228,62,568,Manhattan,4/6/2020
191,86,356,230,57,580,Manhattan,4/5/2020
200,62,385,225,50,587,Manhattan,4/4/2020
258,51,671,224,45,587,Manhattan,4/3/2020
242,63,652,219,43,585,Manhattan,4/2/2020
218,59,573,216,39,581,Manhattan,4/1/2020
223,43,616,214,33,583,Manhattan,3/31/2020
276,34,804,211,29,584,Manhattan,3/30/2020
161,35,407,199,25,545,Manhattan,3/29/2020
187,28,388,195,21,532,Manhattan,3/28/2020
223,42,656,185,18,533,Manhattan,3/27/2020
226,29,626,169,14,533,Manhattan,3/26/2020
200,20,586,152,10,523,Manhattan,3/25/2020
206,17,619,136,8,516,Manhattan,3/24/2020
188,7,530,117,6,508,Manhattan,3/23/2020
132,7,317,97,5,498,Manhattan,3/22/2020
118,6,399,83,4,482,Manhattan,3/21/2020
114,11,653,72,3,450,Manhattan,3/20/2020
106,4,555,60,1,383,Manhattan,3/19/2020
87,4,538,47,1,323,Manhattan,3/18/2020
77,0,567,37,0,255,Manhattan,3/17/2020
47,0,457,28,0,178,Manhattan,3/16/2020
34,2,206,23,0,116,Manhattan,3/15/2020
36,0,176,18,0,87,Manhattan,3/14/2020
31,0,182,13,0,62,Manhattan,3/13/2020
16,0,137,9,0,37,Manhattan,3/12/2020
19,0,62,7,0,17,Manhattan,3/11/2020
12,0,24,5,0,9,Manhattan,3/10/2020
10,0,24,3,0,5,Manhattan,3/9/2020
1,0,6,2,0,2,Manhattan,3/8/2020
0,0,1,1,0,1,Manhattan,3/7/2020
3,0,3,1,0,1,Manhattan,3/6/2020
5,0,0,0,0,0,Manhattan,3/5/2020
1,0,2,0,0,0,Manhattan,3/4/2020
1,0,0,0,0,0,Manhattan,3/3/2020
0,0,0,0,0,0,Manhattan,3/2/2020
0,0,0,0,0,0,Manhattan,3/1/2020
0,0,1,0,0,0,Manhattan,2/29/2020
0,1,94,4,3,101,Queens,3/3/2022
1,0,109,5,3,110,Queens,3/2/2022
3,2,104,6,4,114,Queens,3/1/2022
8,0,150,7,4,121,Queens,2/28/2022
4,7,68,8,6,121,Queens,2/27/2022
1,4,68,8,5,121,Queens,2/26/2022
9,4,114,10,6,130,Queens,2/25/2022
8,2,156,11,7,138,Queens,2/24/2022
11,7,137,13,7,144,Queens,2/23/2022
11,4,151,13,8,156,Queens,2/22/2022
12,12,153,14,9,163,Queens,2/21/2022
6,4,71,15,7,172,Queens,2/20/2022
13,11,126,16,7,178,Queens,2/19/2022
14,7,174,15,7,182,Queens,2/18/2022
21,7,197,17,8,189,Queens,2/17/2022
15,8,217,16,8,208,Queens,2/16/2022
17,11,205,17,9,224,Queens,2/15/2022
16,2,216,19,9,239,Queens,2/14/2022
14,5,112,21,10,266,Queens,2/13/2022
10,10,151,24,10,284,Queens,2/12/2022
25,10,228,27,10,300,Queens,2/11/2022
14,11,325,29,11,328,Queens,2/10/2022
25,14,329,31,11,347,Queens,2/9/2022
30,12,311,34,13,378,Queens,2/8/2022
28,6,404,37,15,409,Queens,2/7/2022
36,7,239,39,17,452,Queens,2/6/2022
28,12,264,39,20,470,Queens,2/5/2022
41,13,425,40,20,450,Queens,2/4/2022
26,16,458,42,21,498,Queens,2/3/2022
49,27,547,46,22,563,Queens,2/2/2022
51,27,524,49,24,637,Queens,2/1/2022
43,18,709,51,23,741,Queens,1/31/2022
36,24,365,54,25,854,Queens,1/30/2022
36,17,125,60,25,942,Queens,1/29/2022
51,21,758,66,26,1088,Queens,1/28/2022
56,23,914,69,27,1224,Queens,1/27/2022
67,36,1061,76,29,1361,Queens,1/26/2022
69,25,1253,81,27,1561,Queens,1/25/2022
66,29,1500,89,28,1798,Queens,1/24/2022
73,26,980,100,29,1976,Queens,1/23/2022
82,24,1153,106,29,2119,Queens,1/22/2022
72,26,1709,110,29,2254,Queens,1/21/2022
102,34,1873,123,31,2557,Queens,1/20/2022
100,25,2456,136,30,2974,Queens,1/19/2022
129,35,2918,151,30,3393,Queens,1/18/2022
140,32,2742,157,31,3746,Queens,1/17/2022
114,25,1985,166,30,4368,Queens,1/16/2022
113,25,2096,173,30,4733,Queens,1/15/2022
165,39,3828,180,31,5150,Queens,1/14/2022
194,32,4790,182,30,5521,Queens,1/13/2022
202,21,5395,184,29,6325,Queens,1/12/2022
170,40,5383,190,29,7184,Queens,1/11/2022
201,25,7097,197,26,8323,Queens,1/10/2022
163,29,4543,204,25,9478,Queens,1/9/2022
164,28,5013,224,24,10236,Queens,1/8/2022
181,34,6423,229,23,10050,Queens,1/7/2022
208,23,10423,229,20,10409,Queens,1/6/2022
246,25,11408,226,18,10902,Queens,1/5/2022
214,18,13352,220,15,11370,Queens,1/4/2022
250,21,15186,216,14,11504,Queens,1/3/2022
307,22,9848,208,13,11359,Queens,1/2/2022
194,15,3713,187,11,10888,Queens,1/1/2022
181,14,8930,179,10,10666,Queens,12/31/2021
191,9,13875,171,10,10084,Queens,12/30/2021
201,4,14687,164,10,9322,Queens,12/29/2021
189,14,14291,158,11,8386,Queens,12/28/2021
193,12,14170,147,9,7408,Queens,12/27/2021
160,11,6552,132,7,6239,Queens,12/26/2021
136,9,2160,120,6,5679,Queens,12/25/2021
129,10,4856,110,6,5703,Queens,12/24/2021
137,8,8541,101,5,5404,Queens,12/23/2021
165,10,8132,92,4,4557,Queens,12/22/2021
106,4,7447,75,3,3739,Queens,12/21/2021
91,0,5983,67,3,2952,Queens,12/20/2021
75,3,2632,62,4,2322,Queens,12/19/2021
65,5,2328,57,4,2041,Queens,12/18/2021
71,5,2763,52,4,1793,Queens,12/17/2021
69,1,2614,48,4,1509,Queens,12/16/2021
49,1,2404,44,4,1242,Queens,12/15/2021
52,5,1940,44,5,1005,Queens,12/14/2021
52,9,1576,42,4,833,Queens,12/13/2021
39,4,663,40,3,715,Queens,12/12/2021
35,2,592,39,3,680,Queens,12/11/2021
40,6,775,37,3,655,Queens,12/10/2021
42,2,745,36,3,624,Queens,12/9/2021
45,4,741,33,3,597,Queens,12/8/2021
42,3,742,30,3,574,Queens,12/7/2021
37,2,750,29,3,550,Queens,12/6/2021
30,4,418,27,3,541,Queens,12/5/2021
21,3,413,26,3,529,Queens,12/4/2021
35,2,556,25,3,514,Queens,12/3/2021
21,3,557,24,3,485,Queens,12/2/2021
25,3,585,24,3,427,Queens,12/1/2021
33,2,574,22,3,398,Queens,11/30/2021
22,3,687,20,3,367,Queens,11/29/2021
23,6,334,20,3,328,Queens,11/28/2021
18,2,306,18,2,313,Queens,11/27/2021
23,4,352,18,3,306,Queens,11/26/2021
23,3,148,17,3,303,Queens,11/25/2021
15,2,387,16,3,327,Queens,11/24/2021
19,1,355,15,3,322,Queens,11/23/2021
17,2,413,15,3,315,Queens,11/22/2021
13,2,233,14,3,302,Queens,11/21/2021
13,4,253,14,3,292,Queens,11/20/2021
20,4,330,14,2,278,Queens,11/19/2021
15,3,318,12,2,268,Queens,11/18/2021
11,3,354,12,2,254,Queens,11/17/2021
13,4,303,12,2,240,Queens,11/16/2021
16,2,320,12,1,232,Queens,11/15/2021
11,0,169,11,2,225,Queens,11/14/2021
10,0,154,11,2,220,Queens,11/13/2021
11,2,256,10,3,217,Queens,11/12/2021
12,2,225,9,2,207,Queens,11/11/2021
12,2,255,10,2,202,Queens,11/10/2021
11,2,244,9,2,194,Queens,11/9/2021
8,4,270,9,2,187,Queens,11/8/2021
10,2,136,10,2,176,Queens,11/7/2021
7,4,136,9,2,172,Queens,11/6/2021
5,1,186,9,2,167,Queens,11/5/2021
14,0,186,10,2,161,Queens,11/4/2021
9,3,202,9,3,155,Queens,11/3/2021
10,2,191,9,3,148,Queens,11/2/2021
13,1,195,9,3,139,Queens,11/1/2021
8,5,109,9,3,138,Queens,10/31/2021
5,4,101,9,3,134,Queens,10/30/2021
8,2,145,9,3,131,Queens,10/29/2021
7,2,145,10,3,130,Queens,10/28/2021
13,3,153,11,4,133,Queens,10/27/2021
8,2,125,10,3,136,Queens,10/26/2021
11,2,186,11,4,143,Queens,10/25/2021
9,4,84,12,4,141,Queens,10/24/2021
9,5,79,12,4,148,Queens,10/23/2021
10,3,138,13,3,157,Queens,10/22/2021
17,6,166,14,3,166,Queens,10/21/2021
9,2,175,14,3,172,Queens,10/20/2021
10,3,172,15,3,181,Queens,10/19/2021
18,3,176,16,3,190,Queens,10/18/2021
9,3,132,16,3,197,Queens,10/17/2021
16,1,137,15,3,200,Queens,10/16/2021
20,3,207,15,4,201,Queens,10/15/2021
17,4,204,14,4,199,Queens,10/14/2021
14,5,237,14,4,208,Queens,10/13/2021
18,1,240,16,4,207,Queens,10/12/2021
15,6,223,15,4,211,Queens,10/11/2021
7,3,151,16,3,221,Queens,10/10/2021
15,4,145,17,3,230,Queens,10/9/2021
11,6,190,18,3,232,Queens,10/8/2021
20,4,271,21,3,241,Queens,10/7/2021
23,1,230,20,3,237,Queens,10/6/2021
14,3,267,19,4,243,Queens,10/5/2021
19,2,293,20,4,247,Queens,10/4/2021
16,2,217,20,4,251,Queens,10/3/2021
21,6,156,20,5,249,Queens,10/2/2021
31,3,256,20,4,254,Queens,10/1/2021
17,4,240,19,4,259,Queens,9/30/2021
13,6,269,19,4,271,Queens,9/29/2021
22,4,296,21,4,277,Queens,9/28/2021
20,6,323,21,5,281,Queens,9/27/2021
13,3,201,21,4,292,Queens,9/26/2021
21,5,191,21,4,294,Queens,9/25/2021
24,2,294,21,5,304,Queens,9/24/2021
21,5,324,21,4,314,Queens,9/23/2021
24,5,307,22,4,314,Queens,9/22/2021
23,6,324,23,4,320,Queens,9/21/2021
19,4,403,22,3,327,Queens,9/20/2021
15,4,213,22,3,325,Queens,9/19/2021
22,6,264,24,3,332,Queens,9/18/2021
26,1,365,24,3,335,Queens,9/17/2021
27,4,321,24,4,337,Queens,9/16/2021
30,4,353,23,4,348,Queens,9/15/2021
16,1,372,22,4,353,Queens,9/14/2021
21,2,389,24,4,353,Queens,9/13/2021
26,3,258,24,5,330,Queens,9/12/2021
22,5,288,23,5,324,Queens,9/11/2021
27,6,377,24,5,320,Queens,9/10/2021
19,8,400,23,4,313,Queens,9/9/2021
25,6,389,24,3,299,Queens,9/8/2021
27,1,370,26,3,295,Queens,9/7/2021
21,5,229,25,3,289,Queens,9/6/2021
18,3,214,27,3,312,Queens,9/5/2021
32,3,260,28,3,318,Queens,9/4/2021
22,0,330,27,3,317,Queens,9/3/2021
24,3,304,28,4,320,Queens,9/2/2021
37,6,360,29,4,332,Queens,9/1/2021
24,2,326,28,3,335,Queens,8/31/2021
32,6,392,29,3,347,Queens,8/30/2021
22,3,257,29,3,361,Queens,8/29/2021
30,4,252,29,2,347,Queens,8/28/2021
25,4,347,30,3,349,Queens,8/27/2021
31,2,389,30,3,350,Queens,8/26/2021
31,0,385,29,3,354,Queens,8/25/2021
32,2,405,28,3,365,Queens,8/24/2021
29,5,492,28,4,367,Queens,8/23/2021
28,0,156,30,3,365,Queens,8/22/2021
33,7,272,30,3,386,Queens,8/21/2021
25,3,349,28,2,383,Queens,8/20/2021
25,2,419,30,2,390,Queens,8/19/2021
24,5,460,31,2,394,Queens,8/18/2021
35,3,418,33,2,391,Queens,8/17/2021
42,0,479,32,1,390,Queens,8/16/2021
25,1,304,32,2,392,Queens,8/15/2021
20,3,253,33,2,391,Queens,8/14/2021
40,3,394,33,2,397,Queens,8/13/2021
32,0,451,31,2,401,Queens,8/12/2021
38,3,439,30,2,389,Queens,8/11/2021
29,0,407,27,2,380,Queens,8/10/2021
41,3,495,28,2,374,Queens,8/9/2021
29,1,301,25,1,359,Queens,8/8/2021
21,3,294,23,2,347,Queens,8/7/2021
28,2,419,23,2,336,Queens,8/6/2021
25,2,365,23,2,321,Queens,8/5/2021
18,1,380,22,2,315,Queens,8/4/2021
31,0,365,24,2,301,Queens,8/3/2021
26,1,388,22,2,291,Queens,8/2/2021
15,5,220,21,2,275,Queens,8/1/2021
20,0,214,21,1,267,Queens,7/31/2021
28,2,318,20,1,257,Queens,7/30/2021
18,4,318,18,1,242,Queens,7/29/2021
32,1,286,17,1,225,Queens,7/28/2021
18,1,295,14,1,212,Queens,7/27/2021
18,0,273,14,1,191,Queens,7/26/2021
12,1,168,13,1,176,Queens,7/25/2021
11,0,141,13,1,167,Queens,7/24/2021
15,1,215,12,1,158,Queens,7/23/2021
11,1,195,12,1,144,Queens,7/22/2021
15,0,198,11,2,135,Queens,7/21/2021
14,1,146,11,2,123,Queens,7/20/2021
16,1,171,10,1,116,Queens,7/19/2021
6,1,104,9,2,107,Queens,7/18/2021
9,3,77,10,2,103,Queens,7/17/2021
10,2,117,10,1,100,Queens,7/16/2021
9,3,129,10,1,96,Queens,7/15/2021
15,0,114,10,1,89,Queens,7/14/2021
8,0,97,9,1,86,Queens,7/13/2021
6,3,109,8,1,83,Queens,7/12/2021
11,0,78,8,0,75,Queens,7/11/2021
9,1,59,7,0,69,Queens,7/10/2021
14,0,88,7,1,65,Queens,7/9/2021
5,0,81,6,1,61,Queens,7/8/2021
7,0,88,6,1,57,Queens,7/7/2021
5,0,80,6,2,52,Queens,7/6/2021
4,1,53,7,2,48,Queens,7/5/2021
8,1,34,7,2,48,Queens,7/4/2021
5,2,33,7,2,46,Queens,7/3/2021
8,4,58,7,2,46,Queens,7/2/2021
7,2,53,6,1,45,Queens,7/1/2021
6,1,51,6,1,44,Queens,6/30/2021
8,1,51,6,1,44,Queens,6/29/2021
8,2,53,7,1,44,Queens,6/28/2021
10,1,23,6,1,43,Queens,6/27/2021
2,0,31,6,1,44,Queens,6/26/2021
4,0,55,6,2,43,Queens,6/25/2021
2,1,47,6,2,42,Queens,6/24/2021
6,3,48,7,2,42,Queens,6/23/2021
14,3,49,7,2,41,Queens,6/22/2021
5,2,50,6,2,42,Queens,6/21/2021
8,1,26,6,1,42,Queens,6/20/2021
3,5,24,6,1,43,Queens,6/19/2021
5,1,47,6,1,45,Queens,6/18/2021
8,1,51,7,1,46,Queens,6/17/2021
7,0,41,6,1,43,Queens,6/16/2021
4,1,57,6,2,43,Queens,6/15/2021
5,1,49,7,2,41,Queens,6/14/2021
10,1,31,7,3,40,Queens,6/13/2021
6,1,39,6,3,41,Queens,6/12/2021
6,3,52,6,3,39,Queens,6/11/2021
6,3,35,6,3,38,Queens,6/10/2021
4,3,40,6,3,42,Queens,6/9/2021
10,4,39,8,3,46,Queens,6/8/2021
8,4,47,8,3,51,Queens,6/7/2021
4,1,33,7,3,50,Queens,6/6/2021
4,2,29,7,3,49,Queens,6/5/2021
3,3,43,8,3,51,Queens,6/4/2021
10,3,61,9,3,54,Queens,6/3/2021
14,5,68,9,3,55,Queens,6/2/2021
10,1,76,8,2,56,Queens,6/1/2021
6,4,38,9,3,57,Queens,5/31/2021
3,1,30,10,3,65,Queens,5/30/2021
11,5,40,12,3,68,Queens,5/29/2021
6,4,66,12,3,72,Queens,5/28/2021
12,1,67,13,3,78,Queens,5/27/2021
10,1,74,13,3,84,Queens,5/26/2021
16,3,82,14,3,89,Queens,5/25/2021
14,3,95,14,3,92,Queens,5/24/2021
13,4,55,16,4,94,Queens,5/23/2021
13,8,68,16,4,99,Queens,5/22/2021
15,3,105,15,3,103,Queens,5/21/2021
13,0,111,16,4,111,Queens,5/20/2021
13,1,106,18,5,117,Queens,5/19/2021
19,4,102,18,6,124,Queens,5/18/2021
24,5,114,19,6,136,Queens,5/17/2021
14,5,84,19,7,145,Queens,5/16/2021
8,4,99,20,7,149,Queens,5/15/2021
24,10,160,21,7,152,Queens,5/14/2021
22,8,151,20,8,157,Queens,5/13/2021
14,5,155,21,8,168,Queens,5/12/2021
24,5,188,23,8,178,Queens,5/11/2021
24,9,178,23,8,185,Queens,5/10/2021
25,8,110,24,7,198,Queens,5/9/2021
16,5,123,22,7,206,Queens,5/8/2021
16,14,193,24,8,214,Queens,5/7/2021
30,7,230,26,8,226,Queens,5/6/2021
26,6,224,25,8,231,Queens,5/5/2021
23,5,239,27,9,251,Queens,5/4/2021
29,5,267,29,9,260,Queens,5/3/2021
16,10,165,31,10,273,Queens,5/2/2021
27,10,181,35,10,285,Queens,5/1/2021
30,11,276,35,9,295,Queens,4/30/2021
27,12,268,38,10,308,Queens,4/29/2021
37,9,361,41,10,324,Queens,4/28/2021
39,9,302,41,11,327,Queens,4/27/2021
43,7,358,41,11,346,Queens,4/26/2021
41,9,246,42,12,373,Queens,4/25/2021
31,9,255,43,12,380,Queens,4/24/2021
46,15,368,46,12,402,Queens,4/23/2021
49,10,375,48,11,431,Queens,4/22/2021
35,17,388,50,11,457,Queens,4/21/2021
39,12,433,53,10,493,Queens,4/20/2021
55,12,543,56,10,530,Queens,4/19/2021
44,7,296,57,10,558,Queens,4/18/2021
56,8,411,60,11,573,Queens,4/17/2021
56,10,568,60,13,597,Queens,4/16/2021
66,10,561,61,13,621,Queens,4/15/2021
54,10,638,62,13,653,Queens,4/14/2021
62,11,693,63,13,675,Queens,4/13/2021
64,12,741,64,14,699,Queens,4/12/2021
59,17,397,67,15,732,Queens,4/11/2021
58,19,582,69,14,741,Queens,4/10/2021
64,10,734,72,14,753,Queens,4/9/2021
71,10,787,76,15,764,Queens,4/8/2021
63,14,788,75,15,770,Queens,4/7/2021
69,15,863,79,16,791,Queens,4/6/2021
87,18,975,78,16,802,Queens,4/5/2021
72,15,456,79,16,819,Queens,4/4/2021
75,16,665,80,16,832,Queens,4/3/2021
92,14,811,80,15,843,Queens,4/2/2021
65,16,830,79,16,876,Queens,4/1/2021
91,16,940,84,16,919,Queens,3/31/2021
66,17,936,84,16,929,Queens,3/30/2021
93,15,1092,86,16,930,Queens,3/29/2021
76,19,547,88,15,933,Queens,3/28/2021
78,9,742,91,15,952,Queens,3/27/2021
85,18,1045,91,16,951,Queens,3/26/2021
98,20,1130,88,16,930,Queens,3/25/2021
91,15,1014,88,15,896,Queens,3/24/2021
84,16,939,85,15,886,Queens,3/23/2021
105,11,1116,84,15,885,Queens,3/22/2021
99,18,681,82,14,881,Queens,3/21/2021
74,16,735,81,14,878,Queens,3/20/2021
68,15,897,81,14,881,Queens,3/19/2021
94,16,887,85,14,891,Queens,3/18/2021
71,13,944,83,14,896,Queens,3/17/2021
75,18,934,84,14,891,Queens,3/16/2021
95,5,1092,86,15,888,Queens,3/15/2021
88,13,660,86,17,863,Queens,3/14/2021
78,18,756,83,17,855,Queens,3/13/2021
91,17,964,84,17,845,Queens,3/12/2021
83,13,921,81,16,823,Queens,3/11/2021
81,15,907,79,17,815,Queens,3/10/2021
86,24,915,79,18,808,Queens,3/9/2021
94,19,919,77,17,801,Queens,3/8/2021
71,16,604,78,17,817,Queens,3/7/2021
84,15,688,78,18,812,Queens,3/6/2021
68,12,808,77,19,804,Queens,3/5/2021
67,21,862,83,20,816,Queens,3/4/2021
86,17,862,85,20,830,Queens,3/3/2021
70,18,862,89,20,842,Queens,3/2/2021
99,23,1031,93,20,852,Queens,3/1/2021
69,22,574,91,19,845,Queens,2/28/2021
82,19,629,93,19,858,Queens,2/27/2021
105,22,889,93,18,881,Queens,2/26/2021
81,19,965,92,18,876,Queens,2/25/2021
118,16,943,92,17,817,Queens,2/24/2021
94,20,934,87,19,814,Queens,2/23/2021
85,18,983,86,19,827,Queens,2/22/2021
85,17,666,87,20,811,Queens,2/21/2021
86,14,785,83,20,799,Queens,2/20/2021
93,20,856,83,22,787,Queens,2/19/2021
82,16,553,83,23,797,Queens,2/18/2021
81,25,922,83,24,858,Queens,2/17/2021
93,26,1024,85,24,870,Queens,2/16/2021
89,22,872,88,23,867,Queens,2/15/2021
57,19,579,88,23,920,Queens,2/14/2021
88,25,703,91,23,902,Queens,2/13/2021
89,27,928,92,23,929,Queens,2/12/2021
85,26,978,96,22,965,Queens,2/11/2021
93,23,1007,101,22,1026,Queens,2/10/2021
112,21,1005,103,21,1083,Queens,2/9/2021
93,18,1238,101,21,1049,Queens,2/8/2021
75,22,453,97,22,905,Queens,2/7/2021
97,22,892,99,22,971,Queens,2/6/2021
114,20,1181,96,23,974,Queens,2/5/2021
121,26,1406,96,24,959,Queens,2/4/2021
107,21,1403,94,24,951,Queens,2/3/2021
97,21,769,96,24,948,Queens,2/2/2021
70,22,233,99,25,1033,Queens,2/1/2021
90,24,912,105,24,1232,Queens,1/31/2021
73,25,917,105,24,1232,Queens,1/30/2021
113,28,1073,106,23,1243,Queens,1/29/2021
105,27,1349,108,22,1274,Queens,1/28/2021
124,21,1380,110,21,1296,Queens,1/27/2021
118,25,1368,109,21,1304,Queens,1/26/2021
112,17,1622,108,21,1326,Queens,1/25/2021
91,23,914,109,22,1299,Queens,1/24/2021
82,19,996,109,21,1292,Queens,1/23/2021
122,24,1290,114,22,1300,Queens,1/22/2021
121,16,1501,113,21,1329,Queens,1/21/2021
116,25,1439,113,22,1334,Queens,1/20/2021
115,25,1519,113,23,1347,Queens,1/19/2021
119,20,1434,111,22,1349,Queens,1/18/2021
87,16,862,110,24,1387,Queens,1/17/2021
121,27,1058,111,24,1410,Queens,1/16/2021
113,19,1490,110,23,1428,Queens,1/15/2021
122,25,1538,111,23,1444,Queens,1/14/2021
113,28,1525,111,21,1449,Queens,1/13/2021
103,21,1534,112,20,1472,Queens,1/12/2021
110,30,1702,112,19,1513,Queens,1/11/2021
98,19,1020,113,17,1538,Queens,1/10/2021
112,19,1188,114,16,1548,Queens,1/9/2021
119,19,1600,112,15,1570,Queens,1/8/2021
122,10,1572,109,13,1403,Queens,1/7/2021
123,20,1687,103,13,1323,Queens,1/6/2021
103,18,1821,99,11,1295,Queens,1/5/2021
116,14,1877,98,10,1264,Queens,1/4/2021
104,9,1092,97,10,1214,Queens,1/3/2021
100,13,1342,92,9,1182,Queens,1/2/2021
94,5,432,89,9,1144,Queens,1/1/2021
81,10,1009,86,9,1125,Queens,12/31/2020
93,11,1493,86,10,1105,Queens,12/30/2020
98,9,1602,84,10,1062,Queens,12/29/2020
108,11,1530,80,10,1005,Queens,12/28/2020
69,6,868,78,11,970,Queens,12/27/2020
80,11,1074,78,11,946,Queens,12/26/2020
76,8,298,77,10,906,Queens,12/25/2020
81,15,873,77,11,996,Queens,12/24/2020
76,7,1186,74,10,941,Queens,12/23/2020
73,12,1205,73,10,888,Queens,12/22/2020
93,16,1288,71,10,872,Queens,12/21/2020
68,6,698,69,10,831,Queens,12/20/2020
74,8,797,71,9,828,Queens,12/19/2020
71,12,928,69,9,814,Queens,12/18/2020
64,10,488,69,9,807,Queens,12/17/2020
65,9,810,70,9,865,Queens,12/16/2020
63,9,1092,70,9,871,Queens,12/15/2020
81,13,1004,69,8,844,Queens,12/14/2020
79,4,676,66,7,839,Queens,12/13/2020
59,9,699,62,8,816,Queens,12/12/2020
71,10,880,61,8,801,Queens,12/11/2020
73,9,897,57,8,784,Queens,12/10/2020
62,7,851,55,7,767,Queens,12/9/2020
57,5,900,53,7,766,Queens,12/8/2020
61,6,967,55,7,760,Queens,12/7/2020
48,11,517,55,7,727,Queens,12/6/2020
58,8,597,55,6,725,Queens,12/5/2020
42,7,757,52,5,712,Queens,12/4/2020
57,4,781,52,4,697,Queens,12/3/2020
51,6,843,50,4,614,Queens,12/2/2020
66,5,857,49,3,584,Queens,12/1/2020
61,6,734,45,3,538,Queens,11/30/2020
48,4,505,42,3,520,Queens,11/29/2020
42,2,507,39,3,489,Queens,11/28/2020
38,4,649,39,2,463,Queens,11/27/2020
43,0,204,39,2,436,Queens,11/26/2020
42,1,635,38,2,472,Queens,11/25/2020
42,4,535,37,3,445,Queens,11/24/2020
39,4,605,35,3,428,Queens,11/23/2020
30,4,287,36,2,414,Queens,11/22/2020
41,0,325,35,2,408,Queens,11/21/2020
36,2,458,33,2,407,Queens,11/20/2020
38,1,457,31,2,403,Queens,11/19/2020
30,4,445,28,2,396,Queens,11/18/2020
31,4,422,28,2,397,Queens,11/17/2020
44,1,503,26,1,395,Queens,11/16/2020
28,1,243,23,2,383,Queens,11/15/2020
23,1,324,21,2,380,Queens,11/14/2020
20,1,430,21,2,370,Queens,11/13/2020
19,2,406,21,3,351,Queens,11/12/2020
29,2,449,22,3,336,Queens,11/11/2020
22,1,409,19,2,312,Queens,11/10/2020
21,4,418,19,3,279,Queens,11/9/2020
16,2,226,18,2,251,Queens,11/8/2020
23,4,250,17,2,233,Queens,11/7/2020
20,3,297,16,2,214,Queens,11/6/2020
20,2,306,16,2,196,Queens,11/5/2020
12,1,277,15,1,174,Queens,11/4/2020
18,2,181,15,1,164,Queens,11/3/2020
18,1,220,13,1,164,Queens,11/2/2020
11,2,102,14,1,154,Queens,11/1/2020
13,2,117,13,1,152,Queens,10/31/2020
20,1,168,12,1,150,Queens,10/30/2020
12,1,156,12,1,149,Queens,10/29/2020
14,0,203,13,1,153,Queens,10/28/2020
6,1,180,12,1,151,Queens,10/27/2020
22,1,154,14,1,147,Queens,10/26/2020
7,1,87,14,1,150,Queens,10/25/2020
6,1,103,14,1,155,Queens,10/24/2020
18,1,161,15,1,156,Queens,10/23/2020
16,1,182,14,1,152,Queens,10/22/2020
12,0,187,15,1,147,Queens,10/21/2020
